file,elapsed_time,cpu_percent,gpu_percent,ram_percent,gpu_temperature,technique
ds32_10.0-privateSMOTE5_QI4_knn1_per3,12.615403413772583,60.63333333333333,0.0,1.9416666666666667,26.0,$\epsilon$-3PrivateSMOTE
ds32_10.0-privateSMOTE5_QI4_knn3_per1,10.499748706817627,60.239999999999995,0.0,1.98,26.0,$\epsilon$-3PrivateSMOTE
ds32_10.0-privateSMOTE5_QI4_knn3_per2,11.593343496322632,61.41818181818182,0.0,1.981818181818182,26.0,$\epsilon$-3PrivateSMOTE
ds32_10.0-privateSMOTE5_QI4_knn3_per3,12.587478399276733,60.724999999999994,0.0,1.9833333333333334,26.0,$\epsilon$-3PrivateSMOTE
ds32_10.0-privateSMOTE5_QI4_knn5_per1,10.544677257537842,62.410000000000004,0.0,1.98,26.0,$\epsilon$-3PrivateSMOTE
ds32_10.0-privateSMOTE5_QI4_knn5_per2,11.549697399139404,59.68181818181818,0.0,1.9727272727272727,26.0,$\epsilon$-3PrivateSMOTE
ds32_10.0-privateSMOTE5_QI4_knn5_per3,12.580551624298096,59.666666666666664,0.0,1.9833333333333334,26.0,$\epsilon$-3PrivateSMOTE
ds32_10.0-privateSMOTE_QI0_knn1_per1,5.413207530975342,52.64,0.0,28.1,40.2,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI0_knn1_per2,5.410121440887451,56.92,0.0,28.1,40.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI0_knn1_per3,6.474480628967285,54.050000000000004,0.0,28.100000000000005,40.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI0_knn3_per1,5.431994438171387,44.839999999999996,0.0,28.1,40.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI0_knn3_per2,5.406250238418579,58.5,0.0,28.1,40.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI0_knn3_per3,7.585237979888916,52.91428571428571,0.0,28.1,40.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI0_knn5_per1,5.395690202713013,57.82000000000001,0.0,28.1,40.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI0_knn5_per2,6.488787412643433,54.36666666666667,0.0,28.100000000000005,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI0_knn5_per3,6.511859178543091,57.1,0.0,28.100000000000005,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI1_knn1_per1,12.965089082717896,66.09166666666667,0.0,28.100000000000005,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI1_knn1_per2,14.065796852111816,65.63846153846154,0.0,28.1,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI1_knn1_per3,15.160855770111084,66.11428571428571,0.0,28.1,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI1_knn3_per1,12.929867506027222,65.625,0.0,28.100000000000005,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI1_knn3_per2,14.043502807617188,67.34615384615384,0.0,28.1,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI1_knn3_per3,15.102741956710815,62.542857142857144,0.0,28.1,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI1_knn5_per1,12.987628698348999,66.60833333333333,0.0,28.100000000000005,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI1_knn5_per2,14.049596548080444,67.05384615384615,0.0,28.1,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI1_knn5_per3,15.10956597328186,65.24285714285715,0.0,28.1,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI2_knn1_per1,2.163873434066772,14.6,0.0,28.1,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI2_knn1_per2,2.181002378463745,16.35,0.0,28.1,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI2_knn1_per3,2.165076732635498,13.8,0.0,28.1,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI2_knn3_per1,3.250568389892578,20.066666666666666,0.0,28.100000000000005,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI2_knn3_per2,2.161152839660644,24.0,0.0,28.1,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI2_knn3_per3,2.166715621948242,15.549999999999999,0.0,28.1,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI2_knn5_per1,2.153846979141235,18.8,0.0,28.1,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI2_knn5_per2,2.15528130531311,28.25,0.0,28.1,41.0,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI2_knn5_per3,2.16227126121521,15.85,0.0,28.1,40.5,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI3_knn1_per1,3.009543418884277,14.033333333333333,0.0,14.300000000000002,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI3_knn1_per2,3.009100914001465,15.066666666666665,0.0,14.300000000000002,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI3_knn1_per3,3.00911021232605,15.600000000000001,0.0,14.300000000000002,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI3_knn3_per1,3.007297992706299,20.0,0.0,14.300000000000002,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI3_knn3_per2,3.009609699249267,15.166666666666666,0.0,14.300000000000002,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI3_knn3_per3,3.008432149887085,15.0,0.0,14.300000000000002,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI3_knn5_per1,3.006442308425903,17.533333333333335,0.0,14.300000000000002,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI3_knn5_per2,2.006836891174316,22.3,0.0,14.3,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI3_knn5_per3,3.009397745132446,17.033333333333335,0.0,14.300000000000002,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI4_knn1_per1,11.019155740737915,64.35454545454546,0.0,14.3,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI4_knn1_per2,12.018269300460815,63.5,0.0,14.300000000000002,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI4_knn1_per3,14.02052927017212,62.285714285714285,0.0,14.3,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI4_knn3_per1,12.018753290176392,63.13333333333333,0.0,14.300000000000002,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI4_knn3_per2,12.018765449523926,63.98333333333333,0.0,14.300000000000002,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI4_knn3_per3,13.020587682723999,62.08461538461539,0.0,14.3,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI4_knn5_per1,12.018667221069336,63.599999999999994,0.0,14.300000000000002,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI4_knn5_per2,13.017977476119995,65.65384615384616,0.0,14.3,,10.0-privateSMOTE
ds32_10.0-privateSMOTE_QI4_knn5_per3,13.022346019744873,59.638461538461534,0.0,14.3,,10.0-privateSMOTE
ds32_5.0-privateSMOTE3_QI0_knn1_per1,5.258399248123169,49.220000000000006,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI0_knn1_per2,5.252121448516846,51.36,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI0_knn1_per3,6.314275503158569,48.166666666666664,0.0,1.7833333333333334,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI0_knn3_per1,5.266006231307983,49.86,0.0,1.78,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI0_knn3_per2,6.295400381088257,46.98333333333333,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI0_knn3_per3,6.322382926940918,49.96666666666667,0.0,1.7833333333333334,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI0_knn5_per1,5.274031162261963,48.68,0.0,1.78,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI0_knn5_per2,6.336990118026733,44.53333333333333,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI0_knn5_per3,6.301331281661987,48.833333333333336,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI1_knn1_per1,10.539619207382202,58.14,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI1_knn1_per2,11.579157590866089,61.43636363636363,0.0,1.7909090909090908,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI1_knn1_per3,12.595044136047363,61.59166666666667,0.0,1.7833333333333334,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI1_knn3_per1,10.545657396316528,59.32000000000001,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI1_knn3_per2,11.556230545043945,59.51818181818182,0.0,1.8,25.727272727272727,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI1_knn3_per3,12.632301092147827,58.800000000000004,0.0,1.8,26.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI1_knn5_per1,10.484705448150635,60.629999999999995,0.0,1.8,26.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI1_knn5_per2,11.607101678848267,61.29090909090908,0.0,1.8,26.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI1_knn5_per3,12.639266729354858,62.25833333333333,0.0,1.8,26.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI2_knn1_per1,2.114967823028564,15.25,0.0,1.8,26.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI2_knn1_per2,2.104073524475097,16.25,0.0,1.75,26.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI2_knn1_per3,2.1164231300354,15.8,0.0,1.8,26.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI2_knn3_per1,2.107669353485107,15.549999999999999,0.0,1.8,26.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI2_knn3_per2,2.104978799819946,17.150000000000002,0.0,1.8,26.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI2_knn3_per3,2.109717607498169,15.95,0.0,1.8,26.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI2_knn5_per1,2.102524042129516,14.65,0.0,1.8,26.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI2_knn5_per2,2.108950138092041,17.1,0.0,1.8,26.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI2_knn5_per3,2.107064008712768,16.950000000000003,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI3_knn1_per1,3.16660189628601,17.333333333333336,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI3_knn1_per2,3.167600393295288,20.333333333333336,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI3_knn1_per3,3.165651798248291,19.3,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI3_knn3_per1,3.157238721847534,16.433333333333334,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI3_knn3_per2,3.15029501914978,17.933333333333334,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI3_knn3_per3,3.149930477142334,21.233333333333334,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI3_knn5_per1,3.152288198471069,17.333333333333332,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI3_knn5_per2,3.157476902008056,17.866666666666664,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI3_knn5_per3,3.147494792938232,19.266666666666666,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI4_knn1_per1,10.492226362228394,59.7,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI4_knn1_per2,11.582761287689209,58.54545454545455,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI4_knn1_per3,12.58481764793396,58.916666666666664,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI4_knn3_per1,10.492106437683105,60.75,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI4_knn3_per2,11.551735162734985,61.936363636363645,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI4_knn3_per3,11.501786708831787,60.98181818181818,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI4_knn5_per1,10.506369829177856,58.029999999999994,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI4_knn5_per2,11.587521314620972,59.445454545454545,0.0,1.8,25.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE3_QI4_knn5_per3,12.547828435897827,60.56666666666666,0.0,1.7833333333333334,26.0,$\epsilon$-2PrivateSMOTE
ds32_5.0-privateSMOTE5_QI0_knn1_per1,6.322736978530884,47.699999999999996,0.0,1.8999999999999997,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI0_knn1_per2,6.321518659591675,52.800000000000004,0.0,1.9333333333333333,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI0_knn1_per3,7.372254848480225,51.32857142857143,0.0,1.9,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI0_knn3_per1,6.334892272949219,48.46666666666667,0.0,1.8999999999999997,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI0_knn3_per2,7.355126142501831,48.18571428571429,0.0,1.9,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI0_knn3_per3,7.379998683929443,52.385714285714286,0.0,1.957142857142857,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI0_knn5_per1,6.326152086257935,48.36666666666667,0.0,1.9666666666666668,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI0_knn5_per2,7.47522497177124,50.42857142857143,0.0,1.9714285714285715,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI0_knn5_per3,7.366750478744507,50.642857142857146,0.0,1.9,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI1_knn1_per1,10.536852836608887,59.220000000000006,0.0,1.9099999999999997,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI1_knn1_per2,11.506836414337158,61.86363636363637,0.0,1.981818181818182,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI1_knn1_per3,12.603753089904785,59.025,0.0,1.9583333333333333,25.916666666666668,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI1_knn3_per1,10.482980966567993,59.89,0.0,1.97,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI1_knn3_per2,11.559141635894775,61.40909090909091,0.0,1.9727272727272727,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI1_knn3_per3,12.573749542236328,62.175000000000004,0.0,1.9666666666666668,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI1_knn5_per1,10.511749029159546,59.19,0.0,1.94,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI1_knn5_per2,11.507122278213501,64.25454545454545,0.0,1.981818181818182,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI1_knn5_per3,12.63063669204712,62.36666666666667,0.0,1.9249999999999998,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI2_knn1_per1,2.103171825408935,18.2,0.0,1.9,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI2_knn1_per2,2.104937553405761,18.75,0.0,1.9,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI2_knn1_per3,2.105945587158203,18.0,0.0,1.9,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI2_knn3_per1,3.152010202407837,19.866666666666667,0.0,1.8999999999999997,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI2_knn3_per2,2.11215329170227,17.05,0.0,1.9,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI2_knn3_per3,2.102115869522094,18.1,0.0,1.9,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI2_knn5_per1,2.109312772750854,16.5,0.0,1.9,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI2_knn5_per2,2.111621141433716,16.65,0.0,1.9,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI2_knn5_per3,3.151893138885498,13.5,0.0,1.9333333333333333,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI3_knn1_per1,3.165223836898803,27.933333333333337,0.0,1.9333333333333333,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI3_knn1_per2,3.151910066604614,27.833333333333332,0.0,1.9333333333333333,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI3_knn1_per3,3.149434328079223,28.53333333333333,0.0,1.9333333333333333,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI3_knn3_per1,3.166498899459839,26.5,0.0,1.8999999999999997,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI3_knn3_per2,3.159220933914184,27.26666666666667,0.0,1.9333333333333333,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI3_knn3_per3,3.153396606445312,29.7,0.0,1.9333333333333333,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI3_knn5_per1,3.157068967819214,23.366666666666664,0.0,1.8999999999999997,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI3_knn5_per2,3.156084060668945,28.566666666666666,0.0,1.9333333333333333,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI3_knn5_per3,3.165595769882202,28.53333333333333,0.0,1.9333333333333333,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI4_knn1_per1,10.529268980026245,59.260000000000005,0.0,1.98,25.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI4_knn1_per2,11.590791940689087,61.46363636363637,0.0,1.9727272727272727,25.09090909090909,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI4_knn1_per3,12.631860971450806,59.9,0.0,1.8999999999999997,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI4_knn3_per1,10.515661716461182,63.660000000000004,0.0,1.9600000000000002,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI4_knn3_per2,11.593292236328125,62.21818181818182,0.0,1.981818181818182,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI4_knn3_per3,13.66640853881836,59.176923076923075,0.0,1.9846153846153847,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI4_knn5_per1,10.499749898910522,62.989999999999995,0.0,1.98,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI4_knn5_per2,11.547911882400513,60.054545454545455,0.0,1.981818181818182,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE5_QI4_knn5_per3,12.613381385803223,63.541666666666664,0.0,1.9833333333333334,26.0,$\epsilon$-3PrivateSMOTE
ds32_5.0-privateSMOTE_QI0_knn1_per1,5.420473575592041,54.56,0.0,28.1,40.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI0_knn1_per2,6.469172477722168,48.48333333333333,0.0,28.100000000000005,40.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI0_knn1_per3,6.473756313323975,57.6,0.0,28.100000000000005,40.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI0_knn3_per1,5.413975715637207,59.459999999999994,0.0,28.1,40.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI0_knn3_per2,6.519319534301758,47.949999999999996,0.0,28.100000000000005,40.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI0_knn3_per3,6.503664970397949,50.26666666666667,0.0,28.100000000000005,40.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI0_knn5_per1,5.426252841949463,47.88,0.0,28.1,40.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI0_knn5_per2,6.498939752578735,53.300000000000004,0.0,28.100000000000005,40.5,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI0_knn5_per3,6.532516717910767,54.916666666666664,0.0,28.100000000000005,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI1_knn1_per1,12.996354818344116,66.325,0.0,28.100000000000005,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI1_knn1_per2,14.053603649139404,64.8923076923077,0.0,28.1,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI1_knn1_per3,15.139923334121704,66.5,0.0,28.1,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI1_knn3_per1,12.94994044303894,64.60833333333333,0.0,28.100000000000005,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI1_knn3_per2,14.087539911270142,68.12307692307692,0.0,28.1,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI1_knn3_per3,15.118557453155518,65.07142857142857,0.0,28.1,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI1_knn5_per1,13.015940427780151,65.45,0.0,28.100000000000005,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI1_knn5_per2,14.047992467880249,62.96923076923077,0.0,28.1,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI1_knn5_per3,14.021731853485107,66.83076923076922,0.0,28.1,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI2_knn1_per1,2.169992446899414,15.1,0.0,28.1,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI2_knn1_per2,2.178782224655151,18.200000000000003,0.0,28.1,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI2_knn1_per3,2.162349939346313,17.450000000000003,0.0,28.1,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI2_knn3_per1,2.175127267837524,16.1,0.0,28.1,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI2_knn3_per2,3.244528770446777,22.03333333333333,0.0,28.100000000000005,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI2_knn3_per3,3.24271011352539,19.066666666666666,0.0,28.100000000000005,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI2_knn5_per1,2.172767877578735,15.25,0.0,28.1,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI2_knn5_per2,2.174412965774536,14.0,0.0,28.1,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI2_knn5_per3,2.16396689414978,14.399999999999999,0.0,28.1,41.0,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI3_knn1_per1,3.010427713394165,14.033333333333333,0.0,14.300000000000002,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI3_knn1_per2,3.008986473083496,17.333333333333332,0.0,14.300000000000002,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI3_knn1_per3,3.009365558624267,20.000000000000004,0.0,14.300000000000002,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI3_knn3_per1,3.008008241653442,14.299999999999999,0.0,14.300000000000002,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI3_knn3_per2,3.010454893112182,14.666666666666666,0.0,14.300000000000002,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI3_knn3_per3,3.008792877197265,20.366666666666667,0.0,14.300000000000002,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI3_knn5_per1,3.008640050888061,15.1,0.0,14.300000000000002,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI3_knn5_per2,3.007124662399292,19.833333333333332,0.0,14.300000000000002,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI3_knn5_per3,3.009291887283325,15.100000000000001,0.0,14.300000000000002,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI4_knn1_per1,12.02155613899231,67.27499999999999,0.0,14.300000000000002,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI4_knn1_per2,13.022686243057251,63.56153846153846,0.0,14.3,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI4_knn1_per3,14.022845268249512,61.17857142857143,0.0,14.3,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI4_knn3_per1,10.017389059066772,63.44,0.0,14.3,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI4_knn3_per2,12.023204803466797,64.71666666666667,0.0,14.300000000000002,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI4_knn3_per3,13.020961999893188,64.14615384615385,0.0,14.3,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI4_knn5_per1,10.015976428985596,61.9,0.0,14.3,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI4_knn5_per2,13.023577690124512,64.72307692307692,0.0,14.3,,5.0-privateSMOTE
ds32_5.0-privateSMOTE_QI4_knn5_per3,14.023517370223999,65.12142857142857,0.0,14.3,,5.0-privateSMOTE
ds32_CTGAN_ep100_bs100,68.7338764667511,8.0234375,15.171875,40.3421875,42.0,CTGAN
ds32_CTGAN_ep100_bs50,105.05651378631592,7.043877551020408,19.908163265306122,40.406122448979595,42.0,CTGAN
ds32_CTGAN_ep200_bs100,119.37302756309509,6.722522522522523,17.576576576576578,40.41171171171171,41.3963963963964,CTGAN
ds32_CTGAN_ep200_bs50,223.81358909606934,5.686057692307693,18.5,40.44951923076923,41.99038461538461,CTGAN
ds32_CopulaGAN_ep100_bs100,63.504331827163696,8.184745762711865,16.52542372881356,40.31694915254237,41.0,Copula GAN
ds32_CopulaGAN_ep100_bs50,119.37107872962952,6.557657657657657,17.486486486486488,40.4018018018018,41.0,Copula GAN
ds32_CopulaGAN_ep200_bs100,119.47086954116821,6.587387387387388,17.65765765765766,40.41171171171171,41.549549549549546,Copula GAN
ds32_CopulaGAN_ep200_bs50,209.8320653438568,5.725128205128206,19.8,40.448205128205124,41.0,Copula GAN
ds32_TVAE_ep100_bs100,31.21468210220337,12.548275862068964,15.241379310344827,40.1551724137931,41.275862068965516,TVAE
ds32_TVAE_ep100_bs50,58.106082916259766,8.985185185185186,15.481481481481481,40.3,41.7962962962963,TVAE
