ds,col,Correlation,Statistic Similarity (Mean),Statistic Similarity (Median),Statistic Similarity (Standard Deviation),Boundary Adherence,Range Coverage,Category Coverage
ds4_transf0_qi1.csv,att1,0.9894915174761149,0.9990286463586847,0.9987895904781118,0.9991608559906683,1.0,0.9340326810570909,
ds4_transf0_qi1.csv,att2,0.9894915174761149,0.9987762795507641,1.0,0.9985987500944801,1.0,1.0,
ds4_transf0_qi1.csv,att3,0.9894915174761149,0.9996866383550203,0.9996129230965598,0.9989610747348169,1.0,1.0,
ds4_transf0_qi1.csv,att4,0.9894915174761149,0.9990475521904062,0.9992948162311772,0.9998142123670349,1.0,0.9903603874804543,
ds4_transf0_qi1.csv,att5,0.9894915174761149,0.9990095768342045,0.9951542965557688,0.9976688083611338,1.0,0.9413362931721801,
ds4_transf0_qi1.csv,att6,0.9894915174761149,0.9973580165405538,0.9983034050055613,0.9990872371334746,1.0,1.0,
ds4_transf0_qi1.csv,att7,0.9894915174761149,0.9986144393840322,0.9967430216553159,0.9999174064329981,1.0,0.999763972993155,
ds4_transf0_qi1.csv,att8,0.9894915174761149,0.9984122446536866,0.997127353973827,0.9997041055901761,1.0,1.0,
ds4_transf0_qi1.csv,att9,0.9894915174761149,0.8509457058752994,0.8245598564549275,0.9840500655447886,0.904375,0.3010459160199982,
ds4_transf0_qi1.csv,att10,0.9894915174761149,0.9994592158727884,0.9998360338877776,0.9989405273823597,1.0,1.0,
ds4_transf0_qi1.csv,att11,0.9894915174761149,,,,0.0,,
ds4_transf0_qi1.csv,att12,0.9894915174761149,,,,0.0,,
ds4_transf0_qi1.csv,att13,0.9894915174761149,0.999029321498417,0.9997944364037433,0.9998286444765878,1.0,1.0,
ds4_transf0_qi1.csv,att17,0.9894915174761149,0.998940437130975,0.9956219303963215,0.9998544787104657,1.0,1.0,
ds4_transf0_qi1.csv,att18,0.9894915174761149,0.9975149958462539,0.9968111706558389,0.9984981226006875,1.0,1.0,
ds4_transf0_qi1.csv,att19,0.9894915174761149,0.9990850090674873,0.9998523917677677,0.9995920066769002,1.0,1.0,
ds4_transf0_qi1.csv,att23,0.9894915174761149,0.9998796829647414,0.9983013989565539,0.9983224676597331,1.0,1.0,
ds4_transf0_qi1.csv,att24,0.9894915174761149,0.9993933813976641,0.9983301207859518,0.9993074072317755,1.0,1.0,
ds4_transf0_qi1.csv,att27,0.9894915174761149,0.9985433482556976,0.9996270316644017,0.9997532546986794,1.0,0.9801211362811484,
ds4_transf0_qi1.csv,att28,0.9894915174761149,0.9993560796110971,0.999189119747157,0.9988400554476263,1.0,1.0,
ds4_transf0_qi1.csv,att29,0.9894915174761149,0.9263563486807953,0.9461296798491325,0.9884635501896719,0.904375,0.8044460379102958,
ds4_transf0_qi1.csv,att32,0.9894915174761149,0.9978515566432278,0.9998812123726211,0.9974676132250183,1.0,0.9555436033625202,
ds4_transf0_qi1.csv,att33,0.9894915174761149,0.9983240677233395,0.9894905532893902,0.999066145856213,1.0,1.0,
ds4_transf0_qi1.csv,att36,0.9894915174761149,0.947399590064562,0.9594202659788121,0.9968532763363745,0.904375,0.8368060785593547,
ds4_transf0_qi1.csv,att37,0.9894915174761149,0.9059834065871127,0.9728821729403239,0.9869854712412056,0.904375,0.9296484864711846,
ds4_transf0_qi1.csv,att40,0.9894915174761149,0.9996534631039361,0.999493117256461,0.9988925725285646,1.0,0.9970328394502357,
ds4_transf0_qi1.csv,att42,0.9894915174761149,0.9549761885615143,0.9395867172367787,0.9954565505788682,0.904375,0.8359617363594034,
ds4_transf0_qi1.csv,att43,0.9894915174761149,0.9966363796250594,0.9941646833057209,0.9997094940092812,1.0,1.0,
ds4_transf0_qi1.csv,att45,0.9894915174761149,,,,0.0,,
ds4_transf0_qi1.csv,att47,0.9894915174761149,0.9986156410853773,1.0,0.9988547896715704,1.0,1.0,
ds4_transf0_qi1.csv,binaryClass,0.9894915174761149,0.9986156410853773,1.0,0.9988547896715704,1.0,1.0,0.0
ds59_transf0_qi0.csv,a,0.908878736541152,0.9500966132932462,0.948051948051948,0.977870612340336,0.9535962877030162,0.9090909090909091,
ds59_transf0_qi0.csv,b,0.908878736541152,0.9813258104548503,0.9897959183673469,0.9704898833604164,0.9535962877030162,0.13435374149659862,
ds59_transf0_qi0.csv,c,0.908878736541152,0.9995050934932115,1.0,0.9958383009386829,1.0,1.0,
ds59_transf0_qi0.csv,d,0.908878736541152,0.999477350415119,1.0,0.9995671454200354,1.0,1.0,
ds59_transf0_qi0.csv,e,0.908878736541152,0.9993581416375463,1.0,0.9986242563852482,1.0,1.0,
ds59_transf0_qi0.csv,h,0.908878736541152,0.9984798756724779,1.0,0.9998571925986849,1.0,0.983739837398374,
ds59_transf0_qi0.csv,j,0.908878736541152,0.9967424084115525,1.0,0.9971231916828308,1.0,1.0,
ds59_transf0_qi0.csv,k,0.908878736541152,0.9991302920097781,1.0,0.9940578144311607,1.0,1.0,
ds59_transf0_qi0.csv,l,0.908878736541152,0.9995472663792297,1.0,0.9979859388470668,1.0,1.0,
ds59_transf0_qi0.csv,n,0.908878736541152,0.9993415946840265,1.0,0.9969008124642342,1.0,1.0,
ds59_transf0_qi0.csv,o,0.908878736541152,0.9974159875222701,1.0,0.9977365278156576,1.0,1.0,
ds59_transf0_qi0.csv,p,0.908878736541152,0.9994180412228296,1.0,0.996663740659521,1.0,1.0,
ds59_transf0_qi0.csv,r,0.908878736541152,,,,0.0,,
ds59_transf0_qi0.csv,s,0.908878736541152,0.9751017702742726,0.9842123140031614,0.9544143611735826,0.9535962877030162,0.127673194246672,
ds59_transf0_qi0.csv,t,0.908878736541152,0.9990322517182164,0.9999462615985383,0.9927780682054266,1.0,0.5213699709812631,
ds59_transf0_qi0.csv,u,0.908878736541152,0.9997631699753765,0.9999960373025548,0.9988669996081547,1.0,1.0,
ds59_transf0_qi0.csv,v,0.908878736541152,0.9998953484421246,1.0,0.9979075836819373,1.0,1.0,
ds59_transf0_qi0.csv,aa,0.908878736541152,0.9985604293097394,1.0,0.9971138866106749,1.0,0.98,
ds59_transf0_qi0.csv,ad,0.908878736541152,0.9983859755148821,1.0,0.9975369829921413,1.0,1.0,
ds59_transf0_qi0.csv,ah,0.908878736541152,0.9131007019863702,0.9246231155778895,0.9623551574494924,0.9535962877030162,0.2412060301507537,
ds59_transf0_qi0.csv,ak,0.908878736541152,0.9998299005319334,1.0,0.9990711620558046,1.0,1.0,
ds59_transf0_qi0.csv,al,0.908878736541152,0.9994363969962536,1.0,0.9985928873127755,1.0,0.75,
ds59_transf0_qi0.csv,am,0.908878736541152,0.9996847563105561,0.998876404494382,0.9977662505016048,1.0,1.0,
ds59_transf0_qi0.csv,an,0.908878736541152,0.9320442723477825,0.9073876942729402,0.9605953918052156,0.9535962877030162,0.8516074089844582,
ds59_transf0_qi0.csv,def,0.908878736541152,0.9320442723477825,0.9073876942729402,0.9605953918052156,0.9535962877030162,0.8516074089844582,0.0
ds68_transf0_qi1.csv,input1,0.9990468964472686,0.997419974673416,1.0,0.999368880823548,1.0,1.0,
ds68_transf0_qi1.csv,input2,0.9990468964472686,0.9997812691695642,1.0,0.9992861329435422,1.0,1.0,
ds68_transf0_qi1.csv,input3,0.9990468964472686,0.9983020721502255,1.0,0.9999516510795596,1.0,1.0,
ds68_transf0_qi1.csv,input5,0.9990468964472686,0.9991054035121869,1.0,0.999238595954696,1.0,1.0,
ds68_transf0_qi1.csv,input6,0.9990468964472686,0.999286137431933,1.0,0.9986794515642906,1.0,1.0,
ds68_transf0_qi1.csv,input7,0.9990468964472686,0.998139767909442,0.995,0.9991462291415109,1.0,1.0,
ds68_transf0_qi1.csv,input8,0.9990468964472686,0.9637687011363252,0.97,0.9967238670304941,0.9646349783943597,1.0,
ds68_transf0_qi1.csv,input9,0.9990468964472686,0.9983465401595438,1.0,0.9987500511438179,1.0,1.0,
ds68_transf0_qi1.csv,input10,0.9990468964472686,0.9993225817424147,1.0,0.9990236926813223,1.0,1.0,
ds68_transf0_qi1.csv,input11,0.9990468964472686,0.938252488794697,0.87,0.9943420177849671,0.9646349783943597,1.0,
ds68_transf0_qi1.csv,input12,0.9990468964472686,0.9571575080334486,1.0,0.9947155496752795,0.9646349783943597,1.0,
ds68_transf0_qi1.csv,input13,0.9990468964472686,0.9105574949239176,0.87,0.9921988537533735,0.9646349783943597,1.0,
ds68_transf0_qi1.csv,input14,0.9990468964472686,0.9978913181509558,1.0,0.9975348442759738,1.0,1.0,
ds68_transf0_qi1.csv,input15,0.9990468964472686,0.9983578405813942,0.99,0.9993610722942917,1.0,1.0,
ds68_transf0_qi1.csv,input16,0.9990468964472686,0.9975074617502538,1.0,0.9982428768380633,1.0,1.0,
ds68_transf0_qi1.csv,binaryClass,0.9990468964472686,0.9975074617502538,1.0,0.9982428768380633,1.0,1.0,0.0
ds50_transf0_qi0.csv,utterance,0.9967049603700354,0.9997912498058861,1.0,0.999924903255356,1.0,1.0,
ds50_transf0_qi0.csv,frame,0.9967049603700354,0.999639941252483,1.0,0.9995370135505174,1.0,0.9642857142857143,
ds50_transf0_qi0.csv,coefficient1,0.9967049603700354,0.918637668189876,0.8908902206300847,0.9936050175424926,0.9991215961852177,0.9320030801165088,
ds50_transf0_qi0.csv,coefficient2,0.9967049603700354,0.8798327340128864,0.8988956663875932,0.9843204212818518,0.9885807504078303,0.8981381812382889,
ds50_transf0_qi0.csv,coefficient3,0.9967049603700354,0.9993724516841457,0.9983279988534849,0.9994874931795324,1.0,1.0,
ds50_transf0_qi0.csv,coefficient4,0.9967049603700354,0.9995837289427029,0.9987683970687851,0.9996302645794859,1.0,0.9668083010037565,
ds50_transf0_qi0.csv,coefficient5,0.9967049603700354,0.9987213302125237,0.9990039220569009,0.9999774546800915,1.0,0.9818838324098861,
ds50_transf0_qi0.csv,coefficient6,0.9967049603700354,0.9999840222092194,0.9991878502395842,0.9995909580353506,1.0,1.0,
ds50_transf0_qi0.csv,coefficient7,0.9967049603700354,0.9992675273688725,0.9995206595724283,0.9999976986664552,1.0,1.0,
ds50_transf0_qi0.csv,coefficient8,0.9967049603700354,0.7603911948219659,0.9639377105910208,0.9463006145446372,0.5768603337934496,0.8886258082141882,
