value,ci,ds_complete,technique,ds
0.0,"(0.0, 0.02121338166274104)",ds24_CopulaGAN_ep200_bs50_qi4.csv,Copula GAN,ds24
0.0019519045961705,"(0.0, 0.007681157977194104)",ds55_TVAE_ep100_bs100_qi4.csv,TVAE,ds55
0.0045265104939181,"(0.0, 0.10656404468271236)",ds5_CopulaGAN_ep200_bs100_qi4.csv,Copula GAN,ds5
0.0,"(0.0, 0.006125069245988969)",ds51_CTGAN_ep100_bs50_qi1.csv,CTGAN,ds51
0.0,"(0.0, 0.02450978668919755)",ds24_CopulaGAN_ep200_bs100_qi2.csv,Copula GAN,ds24
0.0,"(0.0, 0.00486463880300146)",ds38_TVAE_ep200_bs100_qi2.csv,TVAE,ds38
0.0,"(0.0, 0.0019293142895192117)",ds38_CopulaGAN_ep100_bs100_qi3.csv,Copula GAN,ds38
0.0,"(0.0, 0.002926019319501705)",ds2_dpgan_epo100_bs50_epi0.1_qi3.csv,dpgan,ds2
0.0,"(0.0, 0.005841830189318781)",ds51_CTGAN_ep200_bs50_qi3.csv,CTGAN,ds51
0.0,"(0.0, 0.011344494170857174)",ds5_CopulaGAN_ep100_bs100_qi3.csv,Copula GAN,ds5
0.0585353198368031,"(0.0, 0.13004816129987934)",ds2_CTGAN_ep100_bs50_qi0.csv,CTGAN,ds2
0.031668892907162,"(0.0, 0.06972260961925321)",ds14_CTGAN_ep200_bs100_qi1.csv,CTGAN,ds14
0.0,"(0.0, 0.0277980733078353)",ds24_CTGAN_ep200_bs100_qi3.csv,CTGAN,ds24
0.0,"(0.0, 0.04473415687277871)",ds59_CTGAN_ep200_bs50_qi0.csv,CTGAN,ds59
0.0,"(0.0, 0.010284818980881742)",ds33_CopulaGAN_ep100_bs50_qi0.csv,Copula GAN,ds33
0.0,"(0.0, 0.0085619845458387)",ds32_CopulaGAN_ep200_bs50_qi4.csv,Copula GAN,ds32
0.0,"(0.0, 0.06627611893512197)",ds59_CTGAN_ep100_bs50_qi1.csv,CTGAN,ds59
0.0,"(0.0, 0.012445754451499001)",ds33_CopulaGAN_ep200_bs100_qi1.csv,Copula GAN,ds33
0.0,"(0.0, 0.0025192280544008043)",ds68_CopulaGAN_ep200_bs100_qi4.csv,Copula GAN,ds68
0.0105864507629328,"(0.0, 0.07688564439860511)",ds2_CopulaGAN_ep200_bs50_qi1.csv,Copula GAN,ds2
0.0,"(0.0, 0.0)",ds38_CTGAN_ep100_bs100_qi4.csv,CTGAN,ds38
0.0,"(0.0, 0.0045429459929252755)",ds56_CopulaGAN_ep100_bs50_qi4.csv,Copula GAN,ds56
0.0,"(0.0, 0.015256292748955411)",ds5_CopulaGAN_ep200_bs50_qi0.csv,Copula GAN,ds5
0.0009229686960188,"(0.0, 0.008425691140892278)",ds68_CopulaGAN_ep200_bs100_qi3.csv,Copula GAN,ds68
0.0,"(0.0, 0.020475326214235715)",ds56_CopulaGAN_ep200_bs100_qi3.csv,Copula GAN,ds56
0.0,"(0.0, 0.05912181977496535)",ds59_CopulaGAN_ep100_bs100_qi3.csv,Copula GAN,ds59
0.0079824775093489,"(0.0, 0.02305041278524173)",ds32_TVAE_ep100_bs50_qi1.csv,TVAE,ds32
0.0053487272640751,"(0.0, 0.04437097285750337)",ds16_CopulaGAN_ep200_bs100_qi3.csv,Copula GAN,ds16
0.0,"(0.0, 0.035570043843941135)",ds14_CTGAN_ep100_bs100_qi3.csv,CTGAN,ds14
0.0,"(0.0, 0.02993755073219473)",ds59_TVAE_ep100_bs100_qi4.csv,TVAE,ds59
0.0009696434596667,"(0.0, 0.00490872530057406)",ds55_CopulaGAN_ep100_bs50_qi2.csv,Copula GAN,ds55
0.0,"(0.0, 0.04310015319556382)",ds59_CopulaGAN_ep100_bs50_qi1.csv,Copula GAN,ds59
0.0,"(0.0, 0.0032690502061361484)",ds8_CopulaGAN_ep100_bs50_qi1.csv,Copula GAN,ds8
0.0,"(0.0, 0.0045429459929252755)",ds56_TVAE_ep200_bs50_qi2.csv,TVAE,ds56
0.0,"(0.0, 0.0032690502061361484)",ds8_CTGAN_ep200_bs50_qi3.csv,CTGAN,ds8
0.0026601352938651,"(0.0, 0.03999376876321115)",ds16_CTGAN_ep100_bs100_qi4.csv,CTGAN,ds16
0.0079381726550982,"(0.0, 0.0443473158553741)",ds16_CopulaGAN_ep200_bs50_qi1.csv,Copula GAN,ds16
0.0030458078390778,"(0.0, 0.010426514424470476)",ds50_CTGAN_ep200_bs50_qi0.csv,CTGAN,ds50
0.0,"(0.0, 0.032636292268136996)",ds16_CTGAN_ep100_bs50_qi0.csv,CTGAN,ds16
0.0,"(0.0, 0.0036345675556846094)",ds55_CopulaGAN_ep100_bs50_qi1.csv,Copula GAN,ds55
0.0164005468908342,"(0.0, 0.09238779165588437)",ds2_CTGAN_ep200_bs50_qi3.csv,CTGAN,ds2
0.0,"(0.0, 0.0079225218289304)",ds50_CTGAN_ep100_bs50_qi3.csv,CTGAN,ds50
0.0053630700636093,"(0.0, 0.04508378073637919)",ds16_TVAE_ep200_bs50_qi0.csv,TVAE,ds16
0.0,"(0.0, 0.0527935315102616)",ds2_CopulaGAN_ep200_bs100_qi2.csv,Copula GAN,ds2
0.0009208439207369,"(0.0, 0.007858374791210166)",ds68_CTGAN_ep200_bs50_qi0.csv,CTGAN,ds68
0.0,"(0.0, 0.012423918562299695)",ds32_TVAE_ep200_bs100_qi3.csv,TVAE,ds32
0.0874348209164397,"(0.0027480540658089414, 0.17212158776707048)",ds32_TVAE_ep200_bs100_qi2.csv,TVAE,ds32
0.0027599902419751,"(0.0, 0.009685181754965265)",ds68_CopulaGAN_ep100_bs100_qi1.csv,Copula GAN,ds68
0.0404202229035528,"(0.0, 0.10413974548910593)",ds59_CTGAN_ep200_bs50_qi3.csv,CTGAN,ds59
0.0,"(0.0, 0.0045429459929252755)",ds56_CTGAN_ep200_bs100_qi1.csv,CTGAN,ds56
0.0249180614570274,"(0.0, 0.08108236294241705)",ds5_CopulaGAN_ep200_bs50_qi2.csv,Copula GAN,ds5
0.0,"(0.0, 0.002957584802600964)",ds32_TVAE_ep200_bs50_qi4.csv,TVAE,ds32
0.0,"(0.0, 0.031198577592558084)",ds16_CTGAN_ep100_bs50_qi2.csv,CTGAN,ds16
0.0,"(0.0, 0.04744956169334144)",ds2_TVAE_ep200_bs50_qi4.csv,TVAE,ds2
0.0,"(0.0, 0.009043565575884368)",ds16_TVAE_ep100_bs100_qi0.csv,TVAE,ds16
0.0041158976741472,"(0.0, 0.03136673119503562)",ds24_CTGAN_ep100_bs50_qi4.csv,CTGAN,ds24
0.0009696434596667,"(0.0, 0.00490872530057406)",ds55_CTGAN_ep100_bs50_qi1.csv,CTGAN,ds55
0.0,"(0.0, 0.00471250917703306)",ds68_CopulaGAN_ep200_bs100_qi2.csv,Copula GAN,ds68
0.0183284107432644,"(0.0, 0.05289645502345035)",ds4_CTGAN_ep100_bs50_qi4.csv,CTGAN,ds4
0.0,"(0.0, 0.014628191350090525)",ds24_CopulaGAN_ep200_bs100_qi3.csv,Copula GAN,ds24
0.0457036698317607,"(0.0, 0.10253813810779024)",ds2_CTGAN_ep200_bs100_qi3.csv,CTGAN,ds2
0.0,"(0.0, 0.046848043349400306)",ds59_CopulaGAN_ep200_bs50_qi1.csv,Copula GAN,ds59
0.0129882285531711,"(0.0, 0.03836056929865203)",ds33_CTGAN_ep200_bs50_qi3.csv,CTGAN,ds33
0.0024098687129082,"(0.0, 0.00814587135976793)",ds8_CopulaGAN_ep100_bs100_qi4.csv,Copula GAN,ds8
0.0,"(0.0, 0.02677268657838846)",ds4_CTGAN_ep200_bs50_qi1.csv,CTGAN,ds4
0.0,"(0.0, 0.012618435599913571)",ds33_CTGAN_ep200_bs50_qi0.csv,CTGAN,ds33
0.0,"(0.0, 0.006136735116484221)",ds32_TVAE_ep100_bs50_qi3.csv,TVAE,ds32
0.0,"(0.0, 0.0063856712696769595)",ds50_TVAE_ep100_bs100_qi4.csv,TVAE,ds50
0.0110339765996301,"(0.001706372476566324, 0.020361580722694)",ds37_CopulaGAN_ep200_bs50_qi2.csv,Copula GAN,ds37
0.0,"(0.0, 0.0045429459929252755)",ds56_TVAE_ep200_bs50_qi4.csv,TVAE,ds56
0.0030597871244923,"(0.0, 0.011564825988467623)",ds50_CTGAN_ep100_bs100_qi4.csv,CTGAN,ds50
0.0,"(0.0, 0.031127806557909886)",ds5_CTGAN_ep200_bs50_qi4.csv,CTGAN,ds5
0.0,"(0.0, 0.038119150641190966)",ds5_TVAE_ep100_bs50_qi3.csv,TVAE,ds5
0.0022915589611503,"(0.0, 0.008143907719694447)",ds68_TVAE_ep100_bs100_qi0.csv,TVAE,ds68
0.0,"(0.0, 0.0390529021803982)",ds10_TVAE_ep100_bs100_qi1.csv,TVAE,ds10
0.0,"(0.0, 0.03384383103221813)",ds4_TVAE_ep200_bs50_qi2.csv,TVAE,ds4
0.0,"(0.0, 0.03779711816542407)",ds4_TVAE_ep200_bs50_qi0.csv,TVAE,ds4
0.0,"(0.0, 0.036326660087446644)",ds2_CTGAN_ep100_bs50_qi4.csv,CTGAN,ds2
0.0,"(0.0, 0.0)",ds37_TVAE_ep200_bs100_qi3.csv,TVAE,ds37
0.0,"(0.0, 0.015914723841369667)",ds32_CTGAN_ep200_bs50_qi0.csv,CTGAN,ds32
0.1147279374596849,"(0.06460175783733663, 0.16485411708203326)",ds10_TVAE_ep200_bs100_qi0.csv,TVAE,ds10
0.0,"(0.0, 0.0030318771433600488)",ds32_CTGAN_ep100_bs100_qi2.csv,CTGAN,ds32
0.0,"(0.0, 0.05304444283635708)",ds2_CTGAN_ep100_bs100_qi0.csv,CTGAN,ds2
0.0052932253814664,"(0.0, 0.07112380103545665)",ds2_CTGAN_ep200_bs50_qi0.csv,CTGAN,ds2
0.0251356407892797,"(0.0, 0.08594296881884356)",ds59_CopulaGAN_ep200_bs50_qi2.csv,Copula GAN,ds59
0.0,"(0.0, 0.0)",ds16_CTGAN_ep100_bs100_qi1.csv,CTGAN,ds16
0.0,"(0.0, 0.0045429459929252755)",ds56_TVAE_ep200_bs50_qi1.csv,TVAE,ds56
0.0113241421563247,"(0.0, 0.06585754411353997)",ds10_CopulaGAN_ep200_bs100_qi0.csv,Copula GAN,ds10
0.0,"(0.0, 0.005659239614388646)",ds50_CTGAN_ep100_bs50_qi1.csv,CTGAN,ds50
0.0,"(0.0, 0.0030318771433600488)",ds32_CTGAN_ep100_bs50_qi2.csv,CTGAN,ds32
0.0,"(0.0, 0.0)",ds2_CopulaGAN_ep100_bs50_qi3.csv,Copula GAN,ds2
0.0,"(0.0, 0.0)",ds5_TVAE_ep200_bs100_qi0.csv,TVAE,ds5
0.0425711416994931,"(0.0, 0.11296028326939031)",ds2_CTGAN_ep200_bs100_qi2.csv,CTGAN,ds2
0.0056758796030907,"(0.0, 0.022168369029658203)",ds33_CopulaGAN_ep100_bs100_qi0.csv,Copula GAN,ds33
0.0,"(0.0, 0.003573776132548609)",ds51_CopulaGAN_ep200_bs100_qi2.csv,Copula GAN,ds51
0.0,"(0.0, 0.00797914812888479)",ds33_CopulaGAN_ep100_bs100_qi2.csv,Copula GAN,ds33
0.0,"(0.0, 0.0019293142895192117)",ds38_CTGAN_ep200_bs100_qi3.csv,CTGAN,ds38
0.0,"(0.0, 0.0002272279458431295)",ds4_TVAE_ep100_bs50_qi2.csv,TVAE,ds4
0.0,"(0.0, 0.052523582543720596)",ds24_TVAE_ep200_bs100_qi4.csv,TVAE,ds24
0.0011186674244142,"(0.0, 0.0068778435440907445)",ds32_CopulaGAN_ep200_bs50_qi3.csv,Copula GAN,ds32
0.0,"(0.0, 0.0056670601244150146)",ds10_CopulaGAN_ep100_bs100_qi1.csv,Copula GAN,ds10
0.0,"(0.0, 0.0038915339600238174)",ds55_TVAE_ep200_bs50_qi4.csv,TVAE,ds55
0.0,"(0.0, 0.034134027820784715)",ds16_CTGAN_ep200_bs50_qi3.csv,CTGAN,ds16
0.0044547362244624,"(0.0, 0.014602111313185812)",ds33_CTGAN_ep100_bs50_qi2.csv,CTGAN,ds33
0.0168179257722077,"(0.0, 0.2413473959832687)",ds56_CTGAN_ep200_bs100_qi4.csv,CTGAN,ds56
0.0,"(0.0, 0.0032690502061361484)",ds8_CTGAN_ep100_bs50_qi4.csv,CTGAN,ds8
0.0,"(0.0, 0.04716738278511869)",ds2_CopulaGAN_ep200_bs100_qi1.csv,Copula GAN,ds2
0.0,"(0.0, 0.0032690502061361484)",ds8_CTGAN_ep100_bs50_qi0.csv,CTGAN,ds8
0.0,"(0.0, 0.0036964920702678913)",ds38_TVAE_ep100_bs100_qi0.csv,TVAE,ds38
0.0,"(0.0, 0.02605021789086048)",ds14_CTGAN_ep200_bs50_qi3.csv,CTGAN,ds14
0.0,"(0.0, 0.05884470631415357)",ds2_TVAE_ep200_bs50_qi0.csv,TVAE,ds2
0.0079552620662668,"(0.0, 0.022003708063897065)",ds32_TVAE_ep200_bs100_qi4.csv,TVAE,ds32
0.0585592293885036,"(0.0034702235578550553, 0.11364823521915227)",ds59_CopulaGAN_ep100_bs50_qi0.csv,Copula GAN,ds59
0.0,"(0.0, 0.0045429459929252755)",ds56_CTGAN_ep200_bs100_qi0.csv,CTGAN,ds56
0.0035634215984876,"(0.0, 0.008488297137560516)",ds55_CopulaGAN_ep200_bs100_qi1.csv,Copula GAN,ds55
0.0,"(0.0, 0.0032690502061361484)",ds8_TVAE_ep100_bs100_qi1.csv,TVAE,ds8
0.0052366887837898,"(0.0, 0.03829727475215889)",ds16_TVAE_ep200_bs100_qi2.csv,TVAE,ds16
0.0,"(0.0, 0.0032690502061361484)",ds8_CTGAN_ep200_bs100_qi1.csv,CTGAN,ds8
0.0045433418240208,"(0.0, 0.010518256939757133)",ds50_CTGAN_ep100_bs100_qi2.csv,CTGAN,ds50
0.0,"(0.0, 0.04851422113407723)",ds2_CTGAN_ep100_bs50_qi2.csv,CTGAN,ds2
0.0,"(0.0, 0.008870219927489934)",ds16_CTGAN_ep100_bs100_qi3.csv,CTGAN,ds16
0.0,"(0.0, 0.021423219221975178)",ds24_TVAE_ep200_bs100_qi0.csv,TVAE,ds24
0.0,"(0.0, 0.05121116023841836)",ds2_CopulaGAN_ep200_bs100_qi3.csv,Copula GAN,ds2
0.0055933371220713,"(0.0, 0.012808275983281908)",ds32_CopulaGAN_ep100_bs100_qi3.csv,Copula GAN,ds32
0.0060639114147718,"(0.0, 0.012577401592688749)",ds50_CopulaGAN_ep100_bs50_qi2.csv,Copula GAN,ds50
0.0146027648532134,"(0.0, 0.060036787554530055)",ds10_CTGAN_ep100_bs100_qi0.csv,CTGAN,ds10
0.0,"(0.0, 0.03632360759191423)",ds14_CTGAN_ep100_bs100_qi4.csv,CTGAN,ds14
0.0,"(0.0, 0.0045429459929252755)",ds56_CopulaGAN_ep100_bs50_qi3.csv,Copula GAN,ds56
0.0,"(0.0, 0.03779711816542407)",ds16_CTGAN_ep200_bs50_qi1.csv,CTGAN,ds16
0.0,"(0.0, 0.029428738913583316)",ds59_CTGAN_ep100_bs100_qi2.csv,CTGAN,ds59
0.0,"(0.0, 0.02051281570285887)",ds33_TVAE_ep100_bs50_qi1.csv,TVAE,ds33
0.0641983371125008,"(0.0, 0.13746696782445147)",ds2_CTGAN_ep200_bs100_qi1.csv,CTGAN,ds2
0.0009731031911981,"(0.0, 0.005910037990892781)",ds55_CTGAN_ep200_bs50_qi1.csv,CTGAN,ds55
0.0707353900812175,"(0.012735033074006377, 0.12873574708842866)",ds2_dpgan_epo100_bs50_epi0.1_qi1.csv,dpgan,ds2
0.0,"(0.0, 0.020154228966601087)",ds4_TVAE_ep100_bs100_qi3.csv,TVAE,ds4
0.0,"(0.0, 0.02605021789086048)",ds16_TVAE_ep100_bs100_qi4.csv,TVAE,ds16
0.0,"(0.0, 0.004356993639205737)",ds68_CopulaGAN_ep100_bs50_qi4.csv,Copula GAN,ds68
0.0,"(0.0, 0.0195702176091117)",ds5_CTGAN_ep100_bs100_qi1.csv,CTGAN,ds5
0.0,"(0.0, 0.02818542168544229)",ds16_TVAE_ep100_bs50_qi4.csv,TVAE,ds16
0.0,"(0.0, 0.0027146457668205514)",ds32_CTGAN_ep200_bs100_qi4.csv,CTGAN,ds32
0.0004651334285586,"(0.0, 0.007416826602612572)",ds51_TVAE_ep200_bs100_qi1.csv,TVAE,ds51
0.0045458640378667,"(0.0, 0.018101341114132752)",ds32_CopulaGAN_ep100_bs100_qi1.csv,Copula GAN,ds32
0.0,"(0.0, 0.0045429459929252755)",ds56_TVAE_ep100_bs100_qi0.csv,TVAE,ds56
0.0,"(0.0, 0.006665401063383326)",ds51_CTGAN_ep200_bs50_qi0.csv,CTGAN,ds51
0.0,"(0.0, 0.0032690502061361484)",ds8_CTGAN_ep200_bs50_qi1.csv,CTGAN,ds8
0.0,"(0.0, 0.0032690502061361484)",ds8_CopulaGAN_ep100_bs100_qi3.csv,Copula GAN,ds8
0.0,"(0.0, 0.01272333910014797)",ds4_TVAE_ep100_bs100_qi1.csv,TVAE,ds4
0.0051710547182591,"(0.0, 0.022577143437890086)",ds37_TVAE_ep100_bs100_qi0.csv,TVAE,ds37
0.0,"(0.0, 0.007183541750122339)",ds32_CTGAN_ep100_bs50_qi3.csv,CTGAN,ds32
0.0010040959791971,"(0.0, 0.008580694007709024)",ds37_CTGAN_ep100_bs50_qi1.csv,CTGAN,ds37
0.0131606401360626,"(0.0, 0.04864812092229914)",ds4_CTGAN_ep100_bs50_qi1.csv,CTGAN,ds4
0.0157513087021748,"(0.0, 0.05077883202020299)",ds14_CopulaGAN_ep100_bs100_qi1.csv,Copula GAN,ds14
0.0,"(0.0, 0.00045583967350726643)",ds55_CTGAN_ep200_bs50_qi2.csv,CTGAN,ds55
0.0,"(0.0, 0.0032690502061361484)",ds8_CTGAN_ep100_bs50_qi1.csv,CTGAN,ds8
0.0,"(0.0, 0.011151356963966743)",ds32_CopulaGAN_ep100_bs100_qi0.csv,Copula GAN,ds32
0.0,"(0.0, 0.005382278990105286)",ds50_CTGAN_ep100_bs50_qi0.csv,CTGAN,ds50
0.0,"(0.0, 0.0032690502061361484)",ds8_CopulaGAN_ep200_bs100_qi0.csv,Copula GAN,ds8
0.0,"(0.0, 0.019614498043015037)",ds10_TVAE_ep100_bs50_qi1.csv,TVAE,ds10
0.0067802683343151,"(0.0, 0.018769590367152405)",ds32_CopulaGAN_ep200_bs50_qi0.csv,Copula GAN,ds32
0.0,"(0.0, 0.003190190996403939)",ds55_CopulaGAN_ep100_bs100_qi1.csv,Copula GAN,ds55
0.0,"(0.0, 0.06086351331025021)",ds5_CTGAN_ep100_bs50_qi3.csv,CTGAN,ds5
0.0131953720446508,"(0.0, 0.0494193339931764)",ds14_CTGAN_ep200_bs50_qi4.csv,CTGAN,ds14
0.0,"(0.0, 0.010463578208510262)",ds4_TVAE_ep100_bs100_qi4.csv,TVAE,ds4
0.0697735669898089,"(0.05219763159547218, 0.0873495023841457)",ds33_CopulaGAN_ep100_bs100_qi3.csv,Copula GAN,ds33
0.0,"(0.0, 0.031127806557909886)",ds5_CTGAN_ep200_bs100_qi0.csv,CTGAN,ds5
0.0048666493700306,"(0.0, 0.01643224999941135)",ds8_TVAE_ep200_bs100_qi4.csv,TVAE,ds8
0.0009341775118179,"(0.0, 0.00894253004201036)",ds51_TVAE_ep200_bs50_qi3.csv,TVAE,ds51
0.0,"(0.0, 0.02382738129715773)",ds4_CTGAN_ep200_bs100_qi4.csv,CTGAN,ds4
0.0,"(0.0, 0.002711114264858369)",ds37_CTGAN_ep100_bs50_qi2.csv,CTGAN,ds37
0.0,"(0.0, 0.012487244365491784)",ds2_TVAE_ep100_bs50_qi3.csv,TVAE,ds2
0.0,"(0.0, 0.014281286903613397)",ds37_CTGAN_ep100_bs50_qi4.csv,CTGAN,ds37
0.0,"(0.0, 0.015017545284743231)",ds32_TVAE_ep100_bs100_qi0.csv,TVAE,ds32
0.0265307774811004,"(0.0, 0.065449904025278)",ds4_CopulaGAN_ep100_bs100_qi4.csv,Copula GAN,ds4
0.034496229243512,"(0.0, 0.0899861589120689)",ds59_CTGAN_ep100_bs50_qi4.csv,CTGAN,ds59
0.0158206261134019,"(0.0, 0.032306552797530905)",ds33_TVAE_ep200_bs100_qi1.csv,TVAE,ds33
0.0,"(0.0, 0.003637190092705878)",ds68_CTGAN_ep200_bs50_qi2.csv,CTGAN,ds68
0.0,"(0.0, 0.0045429459929252755)",ds56_TVAE_ep100_bs50_qi3.csv,TVAE,ds56
0.0053344609756453,"(0.0, 0.04364929778295554)",ds14_CopulaGAN_ep100_bs100_qi4.csv,Copula GAN,ds14
0.0,"(0.0, 0.0)",ds14_CopulaGAN_ep200_bs100_qi1.csv,Copula GAN,ds14
0.0208390691850768,"(0.0, 0.07060666591694348)",ds5_CopulaGAN_ep100_bs100_qi2.csv,Copula GAN,ds5
0.0,"(0.0, 0.0)",ds51_CopulaGAN_ep100_bs100_qi0.csv,Copula GAN,ds51
0.0,"(0.0, 0.006555172217234524)",ds50_CopulaGAN_ep100_bs100_qi0.csv,Copula GAN,ds50
0.0056374823974676,"(0.0, 0.020239959048046586)",ds33_CTGAN_ep200_bs50_qi2.csv,CTGAN,ds33
0.0,"(0.0, 0.00425127850876238)",ds50_TVAE_ep100_bs50_qi0.csv,TVAE,ds50
0.0010157849273083,"(0.0, 0.008275682664967775)",ds50_CopulaGAN_ep100_bs50_qi0.csv,Copula GAN,ds50
0.0173489899691603,"(0.0, 0.11379515975348896)",ds59_TVAE_ep200_bs100_qi4.csv,TVAE,ds59
0.0158027682785096,"(0.0, 0.03199317814570167)",ds33_CopulaGAN_ep200_bs50_qi4.csv,Copula GAN,ds33
0.0080230908961127,"(0.0, 0.04729240897542138)",ds14_CopulaGAN_ep100_bs50_qi0.csv,Copula GAN,ds14
0.0,"(0.0, 0.04868458250081265)",ds2_CTGAN_ep100_bs100_qi4.csv,CTGAN,ds2
0.0304691132211738,"(0.0, 0.09479538065997399)",ds59_CTGAN_ep200_bs100_qi1.csv,CTGAN,ds59
0.0,"(0.0, 0.0097805034884631)",ds4_CopulaGAN_ep200_bs50_qi3.csv,Copula GAN,ds4
0.0,"(0.0, 0.024530423321881652)",ds59_CopulaGAN_ep200_bs100_qi1.csv,Copula GAN,ds59
0.0,"(0.0, 0.013075563663853661)",ds5_TVAE_ep200_bs50_qi4.csv,TVAE,ds5
0.0710945975160722,"(0.003542520759860973, 0.13864667427228358)",ds59_TVAE_ep100_bs50_qi1.csv,TVAE,ds59
0.0,"(0.0, 0.0019293142895192117)",ds38_TVAE_ep200_bs100_qi3.csv,TVAE,ds38
0.0,"(0.0, 0.01742204006061134)",ds4_TVAE_ep100_bs50_qi0.csv,TVAE,ds4
0.0,"(0.0, 0.0006726315095140489)",ds37_CTGAN_ep200_bs50_qi4.csv,CTGAN,ds37
0.0,"(0.0, 0.016128199247251757)",ds14_TVAE_ep200_bs100_qi1.csv,TVAE,ds14
0.0006481047879613,"(0.0, 0.005291596330195198)",ds55_TVAE_ep200_bs50_qi3.csv,TVAE,ds55
0.0,"(0.0, 0.0032690502061361484)",ds8_CopulaGAN_ep100_bs100_qi1.csv,Copula GAN,ds8
0.0,"(0.0, 0.026708220015202597)",ds32_CTGAN_ep200_bs100_qi2.csv,CTGAN,ds32
0.0018332471689202,"(0.0, 0.007618875416624725)",ds68_TVAE_ep100_bs100_qi4.csv,TVAE,ds68
0.0,"(0.0, 0.12164845671011566)",ds59_CopulaGAN_ep200_bs50_qi4.csv,Copula GAN,ds59
0.0157927681632751,"(0.0, 0.05156024913548403)",ds4_CTGAN_ep100_bs50_qi2.csv,CTGAN,ds4
0.0,"(0.0, 0.0023813724861381784)",ds38_CTGAN_ep100_bs50_qi3.csv,CTGAN,ds38
0.0,"(0.0, 0.004343307263943046)",ds38_CTGAN_ep100_bs50_qi4.csv,CTGAN,ds38
0.0021145192794717,"(0.0, 0.03623887204095877)",ds24_TVAE_ep100_bs50_qi1.csv,TVAE,ds24
0.0,"(0.0, 0.0038210566235345363)",ds32_CopulaGAN_ep200_bs50_qi1.csv,Copula GAN,ds32
0.0,"(0.0, 0.009352692734387678)",ds10_TVAE_ep200_bs50_qi2.csv,TVAE,ds10
0.0,"(0.0, 0.009456398443102644)",ds8_TVAE_ep100_bs50_qi3.csv,TVAE,ds8
0.0,"(0.0, 0.03937808896694914)",ds5_TVAE_ep100_bs100_qi3.csv,TVAE,ds5
0.0023343534293056,"(0.0, 0.010383829304971854)",ds51_CTGAN_ep100_bs50_qi2.csv,CTGAN,ds51
0.0,"(0.0, 0.012461798278650812)",ds5_CopulaGAN_ep100_bs50_qi2.csv,Copula GAN,ds5
0.0,"(0.0, 0.02683991051820403)",ds10_CTGAN_ep200_bs100_qi0.csv,CTGAN,ds10
0.0045252926726453,"(0.0, 0.016539523104198796)",ds32_TVAE_ep200_bs100_qi0.csv,TVAE,ds32
0.0,"(0.0, 0.02453924151094518)",ds4_TVAE_ep200_bs50_qi4.csv,TVAE,ds4
0.0,"(0.0, 0.0057653251916363005)",ds33_CTGAN_ep100_bs50_qi4.csv,CTGAN,ds33
0.0185715442367703,"(0.0, 0.0567478756435497)",ds14_CTGAN_ep200_bs100_qi3.csv,CTGAN,ds14
0.0302427588797605,"(0.0, 0.0709719475385256)",ds24_TVAE_ep200_bs50_qi3.csv,TVAE,ds24
0.0450178429547796,"(0.0, 0.09669191318162382)",ds2_dpgan_epo100_bs50_epi0.5_qi4.csv,dpgan,ds2
0.0,"(0.0, 0.11239613507529966)",ds59_CopulaGAN_ep100_bs50_qi4.csv,Copula GAN,ds59
0.0,"(0.0, 0.02598454038860659)",ds14_CTGAN_ep100_bs50_qi4.csv,CTGAN,ds14
0.0,"(0.0, 0.0030318771433600488)",ds32_CopulaGAN_ep100_bs50_qi2.csv,Copula GAN,ds32
0.0,"(0.0, 0.013130391118076182)",ds37_CTGAN_ep100_bs50_qi0.csv,CTGAN,ds37
0.0,"(0.0, 0.010690767071661446)",ds32_TVAE_ep200_bs50_qi1.csv,TVAE,ds32
0.0,"(0.0, 0.06910252976544455)",ds2_CTGAN_ep200_bs100_qi0.csv,CTGAN,ds2
0.0,"(0.0, 0.0)",ds14_TVAE_ep100_bs100_qi1.csv,TVAE,ds14
0.0068715275813299,"(0.0005176512212475507, 0.013225403941412263)",ds68_TVAE_ep200_bs100_qi4.csv,TVAE,ds68
0.0,"(0.0, 0.006207458117057749)",ds38_TVAE_ep200_bs100_qi1.csv,TVAE,ds38
0.0049571164232241,"(0.0, 0.02247924177944303)",ds8_CopulaGAN_ep200_bs50_qi4.csv,Copula GAN,ds8
0.0186706134147588,"(0.0, 0.05822215917271334)",ds16_TVAE_ep200_bs50_qi3.csv,TVAE,ds16
0.008017305684467,"(0.0, 0.026967605343113557)",ds24_CTGAN_ep100_bs100_qi4.csv,CTGAN,ds24
0.0159286264751001,"(0.000484577446143223, 0.03137267550405709)",ds32_CopulaGAN_ep200_bs100_qi1.csv,Copula GAN,ds32
0.0,"(0.0, 0.027245463690373218)",ds5_CopulaGAN_ep100_bs50_qi3.csv,Copula GAN,ds5
0.0,"(0.0, 0.004166504881018541)",ds37_CTGAN_ep200_bs50_qi0.csv,CTGAN,ds37
0.0,"(0.0, 0.0045429459929252755)",ds56_CTGAN_ep100_bs50_qi0.csv,CTGAN,ds56
0.0,"(0.0, 0.011492296957480077)",ds38_TVAE_ep200_bs50_qi4.csv,TVAE,ds38
0.0053786363853645,"(0.0, 0.08383870275841296)",ds59_CopulaGAN_ep200_bs100_qi3.csv,Copula GAN,ds59
0.0,"(0.0, 0.003206151707892972)",ds32_CTGAN_ep200_bs100_qi3.csv,CTGAN,ds32
